,poems,class,Emotions
36,"
Leapfrog

(""Anyone who has sufficient language nurses ambitions of writing a scripture"" ­ Sadhguru)
Not scripture, no, but grant me the gasp of bridged synapse, the lightning alignment of marrow, mind and blood that allows words to spring
from the cusp of breathsong, from a place radiant with birdflight and rivergreen.
Not the certainty of stone, but grant me the quiet logic of rain, of love, of the simple calendars of my childhood of saints aureoled by overripe lemons.
Grant me the fierce tenderness of watching word slither into word, into the miraculous algae of language, untamed by doubt or gravity,
words careening, diving,
swarming, unforming, wilder than snowstorms in Antarctica, wetter than days in Cherrapunjee,
alighting on paper, only for a moment, tenuous, breathing, amphibious, before
leaping to some place the voice is still learning
to reach.Not scripture, but a tadpole among the stars, unafraid to plunge deeper if it must ­
only if it must ­into transit.
",i,Fear
37,"
Prayer

May things stay the way they are in the simplest place you know.
May the shuttered windows keep the air as cool as bottled jasmine. May you never forget to listen to the crumpled whisper of sheets that mould themselves to your sleeping form. May the pillows always be silvered with cat-down and the muted percussion of a lover's breath. May the murmur of the wall clock continue to decree that your providence run ten minutes slow.
May nothing be disturbed in the simplest place you know for it is here in the foetal hush that blueprints dissolve and poems begin, and faith spreads like the hum of crickets, faith in a time when maps shall fade, nostalgia cease and the vigil end.
",i,Surprise
38,"A Game Of Tigers And Sheep

Who has the tigers and who the sheep never seems to make any difference. The result is always the same: She wins, I lose. But sometimes when her tigers are on the rampage, and I've lost half my herd of sheep, help comes from unexpected quarters: Above. The Rusty Shield Bearer, neutral till then, para-drops a winning flower -- yellow and irrelevant -- on the checkerboard drawn on the pavement in charcoal, cutting off the retreat of one tiger, and giving a check to the other;
and quickly follows it up with another flower -- just as yellow and just as irrelevant -- except that it comes down even more slowly; a flower without a search warrant that brushes past her earlobe, grazes her cheek, and disappears down the front of her low-cut blouse -- where she usually keeps her stash of hash -- to confuse her even further, with its mildly narcotic but very distracting fragrance. 
",i,Sad
39,"
A Low Temple

A low temple keeps its gods in the dark. You lend a matchbox to the priest. One by one the gods come to light.
Amused bronze. Smiling stone. Unsurprised. For a moment the length of a matchstick gesture after gesture revives and dies. Stance after lost stance is found and lost again.
Who was that, you ask. The eight-arm goddess, the priest replies. A sceptic match coughs. You can count. But she has eighteen, you protest. All the same she is still an eight-arm goddess to the priest.
You come out in the sun and light a charminar. Children play on the back of the twenty-foot tortoise.
",i,Surprise
40,"
Station Dog

The spirit of the place lives inside the mangy body of the station dog
doing penance for the last three hundred years under the tree of arrivals and departures
the dog opens his right eye just long enough to look at and see whether you're a man or a demigod
or the eight armed railway timetable come to stroke him on the head with a healing hand
and to take him to heaven the dog decides the day is not yet.
",i,Fear
41,"
The Bus

The tarpaulin flaps are buttoned down on the windows of the state transport bus. all the way up to jejuri.
a cold wind keeps whipping and slapping a corner of tarpaulin at your elbow.
you look down to the roaring road. you search for the signs of daybreak in what little light spills out of bus.
your own divided face in the pair of glasses on an oldman`s nose is all the countryside you get to see.
you seem to move continually forward. toward a destination just beyond the castemark beyond his eyebrows.
outside, the sun has risen quitely it aims through an eyelet in the tarpaulin. and shoots at the oldman`s glasses.
a sawed off sunbeam comes to rest gently against the driver`s right temple. the bus seems to change direction.
at the end of bumpy ride with your own face on the either side when you get off the bus.
you dont step inside the old man`s head.
",i,Sad
42,"
The Butterfly

There is no story behind it. It is split like a second. It hinges around itself.
It has no future. It is pinned down to no past. It's a pun on the present.
Its a little yellow butterfly. It has taken these wretched hills under its wings.
Just a pinch of yellow, it opens before it closes and it closes before it o
where is it?
",i,Fear
43,"
The Door

A prophet half brought down. from the cross a dangling martyr.
since one hinge broke the heavy medievel door flangs on one hinge alone.
one corner drags in dust on the road. the other knocks against the high threshold.
like a memory that nly gets sharper. with the passage of time, the grain stands out on the wood.
as graphic in detail as a flayed man of muscles hwo could not find his way back into the anatomy book.
as is leaning against any old doorway to sober up like teh local drunk
helll with the hinge and damn the jab the door would have walked out long long ago
if it weren`t for that pairs of shorts left to dry upon its shoulders.
",i,Fear
44,"
The Doorstep

That's no doorstep. its a pillar on the side.
Yes thats what it is.
",i,Happy
45,"
The Horseshoe Shrine

That nick in the rock is really a kick in the side of the hill. It's where a hoof struck
like a thunderbolt when Khandoba with the bride sidesaddle behind him on the blue horse
jumped across the valley and the three went on from there like one spark
fleeing from flint. To a home that waited on the other side of the hill like a hay stack.
",i,Surprise
46,"
The Indicator

A wooden saint in need of paint
the indicator has turned inward ten times over
swallowed the names of all the railway stations it knows
removed its hands from its face and put them away in its pockets
if it knows when the next train's due it gives no clue
the clockface adds its numerals
the total is zero.
",i,Surprise
47,"
The Manohar

The door was open. Manohar thought it was one more temple.
He looked inside. Wondering which god he was going to find.
He quickly turned away when a wide eyed calf looked back at him.
It isn't another temple, he said, it's just a cowshed.
",i,Surprise
48,"
The Pattern

A checkerboard pattern some old men must have drawn yesterday
with a piece of chalk on the back of the twenty foot tortoise
smudges under the bare feet and gets fainter all the time as the children run.
",i,Fear
49,"
The Reservoir

There isn't a dropp of water in the great reservoir the peshwas built.
There is nothing in it. Except the hundred years of silt.
",i,Happy
50,"
An Old Woman

An old woman grabs hold of your sleeve and tags along.
She wants a ?fty paise coin. She says she will take you to the horseshoe shrine.
You've seen it already. She hobbles along anyway and tightens her grip on your shirt.
She won't let you go. You know how old women are. They stick to you like a burr.
You turn around and face her with an air of ?nality. You want to end the farce.
When you hear her say, `What else can an old woman do on hills as wretched as these?'
You look right at the sky. Clear through the bullet holes she has for her eyes.
And as you look on the cracks that begin around her eyes spread beyond her skin.
And the hills crack. And the temples crack. And the sky falls
with a plateglass clatter around the shatter proof crone who stands alone.
And you are reduced to so much small change in her hand.
",i,Fear
